SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,"$13,292",512.86,535,285,53.3%,250,46.7%,194,36.3%,189,35.3%,115,21.5%,0,0.0%,0,0.0%,0,0.0%,37,6.9%,415,77.6%,20,3.7%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,43.00,6.00,37.00,42.00,1.00,0.00,0.00,0.00,0.00,0.00,43.00,1,0.0%,6.2,43.8%,46.9%,6.3%,3.1%,0.0%,100.0%,0.0%,1.6:1,100%,535,39,2,40,CKEC,901
20162017,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,"$12,750",508.75,525,300,57.1%,225,42.9%,257,49.0%,159,30.3%,67,12.8%,8,1.5%,3,0.6%,0,0.0%,31,5.9%,310,59.0%,6,1.1%,96.0%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,43.00,5.00,38.00,40.00,1.00,1.00,1.00,0.00,0.00,0.00,43.00,3,0.0%,11.3,24.2%,51.5%,21.2%,0.0%,3.0%,100.0%,0.0%,1.1:1,100%,481,55,8,"3,128",CKEC,901
20162017,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,"$6,813",,546,300,54.9%,246,45.1%,401,73.4%,62,11.4%,54,9.9%,5,0.9%,1,0.2%,0,0.0%,23,4.2%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,12.00,5.00,7.00,11.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,0,0.0%,25.2,14.3%,14.3%,42.9%,14.3%,14.3%,100.0%,10.0%,0:1,100%,56,,,976,CKEC,901
20162017,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,"$10,957","1,148.27","1,213",610,50.3%,603,49.7%,725,59.8%,237,19.5%,90,7.4%,81,6.7%,7,0.6%,0,0.0%,73,6.0%,450,37.1%,55,4.5%,94.8%,0.3%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,81.00,24.00,57.00,73.00,6.00,0.00,1.00,1.00,0.00,0.00,81.00,5,0.0%,11.4,24.1%,41.8%,34.2%,0.0%,0.0%,100.0%,1.3%,1.5:1,100%,501,36,10,120,CKEC,901
20162017,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,"$16,931",24.99,28,0,0.0%,28,100.0%,6,21.4%,11,39.3%,10,35.7%,0,0.0%,0,0.0%,0,0.0%,1,3.6%,25,89.3%,0,0.0%,62.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,5.00,.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0,0.0%,17.8,0.0%,25.0%,75.0%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,6,,,250,CKEC,901
20162017,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,"$19,165",142.76,160,87,54.4%,73,45.6%,117,73.1%,29,18.1%,4,2.5%,0,0.0%,0,0.0%,0,0.0%,10,6.3%,73,45.6%,5,3.1%,87.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,23.00,9.00,14.00,15.00,5.00,1.00,1.00,1.00,0.00,0.00,23.00,1,0.0%,11.9,23.1%,34.6%,34.6%,3.8%,3.8%,100.0%,3.8%,.8:1,100%,100,,,600,CKEC,901
20162017,034,FAYETTE,165,Fayette County,102,Fayette Regional Juvenile Det Ctr,165102,034165102,210186002025,"$16,572",38.26,35,31,88.6%,4,11.4%,17,48.6%,13,37.1%,5,14.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,17,48.6%,0,0.0%,100.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,6.00,4.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,1,0.0%,12,0.0%,25.0%,75.0%,0.0%,0.0%,100.0%,0.0%,4.3:1,100%,5,,,200,CKEC,901
20162017,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,"$13,955",445.81,481,260,54.1%,221,45.9%,335,69.6%,24,5.0%,83,17.3%,12,2.5%,0,0.0%,0,0.0%,27,5.6%,230,47.8%,17,3.5%,95.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,36.00,1.00,35.00,35.00,0.00,0.00,1.00,0.00,0.00,0.00,36.00,8,0.0%,14.9,14.3%,71.4%,14.3%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,498,24,2,"5,273",CKEC,901
20162017,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,,"$11,814",580.49,629,347,55.2%,282,44.8%,369,58.7%,121,19.2%,39,6.2%,53,8.4%,5,0.8%,2,0.3%,40,6.4%,230,36.6%,16,2.5%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,38.00,3.00,35.00,34.00,3.00,0.00,0.00,0.00,1.00,0.00,38.00,,0.0%,9,25.8%,51.6%,22.6%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,600,242,3,"5,000",CKEC,901
20162017,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,"$12,802",567.64,592,306,51.7%,286,48.3%,345,58.3%,46,7.8%,125,21.1%,55,9.3%,0,0.0%,0,0.0%,21,3.5%,282,47.6%,35,5.9%,96.7%,1.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,47.00,3.00,44.00,44.00,2.00,0.00,1.00,0.00,0.00,0.00,47.00,3,0.0%,12.8,11.8%,61.8%,23.5%,0.0%,2.9%,100.0%,0.0%,1.4:1,100%,592,57,3,"6,734",CKEC,901
20162017,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,"$17,913",278.89,290,145,50.0%,145,50.0%,69,23.8%,146,50.3%,46,15.9%,2,0.7%,2,0.7%,0,0.0%,25,8.6%,259,89.3%,5,1.7%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,31.00,5.00,26.00,29.00,2.00,0.00,0.00,0.00,0.00,0.00,31.00,3,0.0%,8.7,33.3%,52.4%,9.5%,4.8%,0.0%,100.0%,4.8%,.6:1,100%,290,58,7,"2,200",CKEC,901
20162017,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,"$10,445","2,215.3","2,367","1,212",51.2%,"1,155",48.8%,"1,424",60.2%,532,22.5%,170,7.2%,135,5.7%,10,0.4%,1,0.0%,95,4.0%,943,39.8%,77,3.3%,92.8%,5.2%,1.9%,N/A,462,76.2%,352,58.1%,110,18.2%,11,1.8%,81,13.4%,14,2.3%,25,4.1%,13,2.2%,19:1,129.00,53.00,76.00,111.00,11.00,5.00,1.00,1.00,0.00,0.00,129.00,10,0.0%,13.1,11.0%,55.1%,29.4%,2.9%,1.5%,100.0%,0.7%,2.2:1,100%,"2,100",40,15,"12,000",CKEC,901
20162017,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,"$14,842",466.86,487,256,52.6%,231,47.4%,143,29.4%,61,12.5%,260,53.4%,2,0.4%,0,0.0%,0,0.0%,21,4.3%,369,75.8%,6,1.2%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,47.00,3.00,44.00,44.00,2.00,1.00,0.00,0.00,0.00,0.00,47.00,10,0.0%,10.8,18.2%,51.5%,30.3%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,373,6,3,"1,011",CKEC,901
20162017,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,"$11,488",961.95,"1,011",517,51.1%,494,48.9%,785,77.6%,64,6.3%,61,6.0%,69,6.8%,1,0.1%,1,0.1%,30,3.0%,344,34.0%,36,3.6%,95.3%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,72.00,14.00,58.00,70.00,1.00,0.00,1.00,0.00,0.00,0.00,72.00,6,0.0%,13.5,17.4%,53.6%,27.5%,0.0%,1.4%,100.0%,0.0%,.9:1,100%,273,21,13,"2,368",CKEC,901
20162017,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,"$12,842",648.7,679,341,50.2%,338,49.8%,313,46.1%,201,29.6%,66,9.7%,28,4.1%,0,0.0%,3,0.4%,68,10.0%,396,58.3%,31,4.6%,95.5%,2.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,51.00,4.00,47.00,48.00,2.00,1.00,0.00,0.00,0.00,0.00,51.00,0,0.0%,13.1,28.9%,60.5%,10.5%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,678,9,2,"4,510",CKEC,901
20162017,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,"$10,564","2,041.56","2,157","1,063",49.3%,"1,094",50.7%,"1,502",69.6%,337,15.6%,141,6.5%,108,5.0%,0,0.0%,2,0.1%,67,3.1%,795,36.9%,81,3.8%,93.0%,4.9%,1.3%,N/A,346,72.5%,298,62.5%,48,10.1%,7,1.5%,109,22.9%,8,1.7%,3,0.6%,4,0.8%,18:1,125.00,44.00,81.00,116.00,3.00,0.00,5.00,0.00,1.00,0.00,125.00,14,0.0%,11.9,13.7%,54.7%,28.8%,2.2%,0.7%,100.0%,1.4%,1.6:1,100%,"1,271",42,31,"12,003",CKEC,901
20162017,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,"$12,313",629.29,664,374,56.3%,290,43.7%,332,50.0%,165,24.8%,82,12.3%,35,5.3%,1,0.2%,2,0.3%,47,7.1%,475,71.5%,25,3.8%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,48.00,5.00,43.00,46.00,2.00,0.00,0.00,0.00,0.00,0.00,48.00,2,0.0%,12.8,25.0%,62.5%,12.5%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,625,41,4,"2,667",CKEC,901
20162017,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,"$12,674",848.07,890,454,51.0%,436,49.0%,267,30.0%,222,24.9%,357,40.1%,8,0.9%,2,0.2%,0,0.0%,34,3.8%,646,72.6%,37,4.2%,94.7%,0.2%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,68.00,12.00,56.00,64.00,1.00,2.00,0.00,0.00,0.00,1.00,68.00,6,0.0%,9.7,27.4%,45.2%,24.7%,0.0%,2.7%,100.0%,0.0%,1:1,100%,489,56,2,"3,100",CKEC,901
20162017,034,FAYETTE,165,Fayette County,651,Lexington Day Treatment,165651,034165651,210186001480,"$22,862",32.11,34,21,61.8%,13,38.2%,13,38.2%,12,35.3%,3,8.8%,0,0.0%,0,0.0%,0,0.0%,6,17.6%,42,123.5%,1,2.9%,74.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:1,7.00,2.00,5.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,1,0.0%,13.5,14.3%,42.9%,42.9%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,75,,,120,CKEC,901
20162017,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,"$14,685",472.05,494,281,56.9%,213,43.1%,149,30.2%,230,46.6%,76,15.4%,15,3.0%,0,0.0%,1,0.2%,23,4.7%,330,66.8%,7,1.4%,94.4%,0.6%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,45.00,10.00,35.00,38.00,6.00,1.00,0.00,0.00,0.00,0.00,45.00,2,0.0%,12.3,12.2%,56.1%,26.8%,4.9%,0.0%,100.0%,2.4%,.7:1,100%,377,19,5,945,CKEC,901
20162017,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,"$12,137",682.01,711,362,50.9%,349,49.1%,431,60.6%,119,16.7%,73,10.3%,38,5.3%,0,0.0%,2,0.3%,48,6.8%,263,37.0%,24,3.4%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,49.00,6.00,43.00,45.00,1.00,3.00,0.00,0.00,0.00,0.00,49.00,6,0.0%,13.6,14.7%,55.9%,23.5%,5.9%,0.0%,100.0%,0.0%,1.3:1,100%,546,67,2,"1,850",CKEC,901
20162017,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,13.00,5.00,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1,0.0%,11.8,25.0%,16.7%,41.7%,16.7%,0.0%,100.0%,0.0%,0:1,100%,253,,,"1,500",CKEC,901
20162017,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,"$13,103",588.13,625,308,49.3%,317,50.7%,127,20.3%,244,39.0%,182,29.1%,27,4.3%,1,0.2%,0,0.0%,44,7.0%,518,82.9%,22,3.5%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,48.00,3.00,45.00,44.00,2.00,2.00,0.00,0.00,0.00,0.00,48.00,4,0.0%,8,47.4%,34.2%,13.2%,2.6%,2.6%,100.0%,0.0%,1.1:1,100%,605,26,3,"2,522",CKEC,901
20162017,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,"$22,725",193.17,228,147,64.5%,81,35.5%,73,32.0%,110,48.2%,28,12.3%,0,0.0%,0,0.0%,0,0.0%,17,7.5%,176,77.2%,6,2.6%,75.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,24.00,15.00,9.00,17.00,6.00,1.00,0.00,0.00,0.00,0.00,24.00,1,0.0%,15.3,8.0%,32.0%,48.0%,8.0%,4.0%,100.0%,3.7%,1.1:1,100%,665,,,0,CKEC,901
20162017,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,"$14,701",446.43,472,241,51.1%,231,48.9%,122,25.8%,158,33.5%,170,36.0%,1,0.2%,0,0.0%,1,0.2%,20,4.2%,389,82.4%,16,3.4%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,44.00,6.00,38.00,39.00,4.00,0.00,0.00,0.00,0.00,1.00,44.00,1,0.0%,10.6,33.3%,60.0%,3.3%,0.0%,3.3%,100.0%,0.0%,.6:1,100%,525,30,2,"1,450",CKEC,901
20162017,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,"$11,611",521.71,533,252,47.3%,281,52.7%,278,52.2%,98,18.4%,97,18.2%,8,1.5%,1,0.2%,0,0.0%,51,9.6%,127,23.8%,14,2.6%,96.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,38.00,5.00,33.00,25.00,1.00,12.00,0.00,0.00,0.00,0.00,38.00,5,0.0%,13,31.0%,41.4%,27.6%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,543,162,12,250,CKEC,901
20162017,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,"$12,885",522.33,549,292,53.2%,257,46.8%,279,50.8%,98,17.9%,76,13.8%,43,7.8%,1,0.2%,1,0.2%,51,9.3%,247,45.0%,16,2.9%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,44.00,5.00,39.00,39.00,3.00,0.00,2.00,0.00,0.00,0.00,44.00,4,0.0%,11.8,11.4%,57.1%,25.7%,2.9%,2.9%,100.0%,0.0%,1.5:1,100%,503,0,5,"1,200",CKEC,901
20162017,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,"$14,960",446.47,468,245,52.4%,223,47.6%,195,41.7%,159,34.0%,59,12.6%,8,1.7%,0,0.0%,1,0.2%,46,9.8%,349,74.6%,13,2.8%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,46.00,6.00,40.00,42.00,3.00,0.00,0.00,0.00,0.00,1.00,46.00,0,0.0%,7.6,21.9%,78.1%,0.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,341,42,3,"3,676",CKEC,901
20162017,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,"$12,001",729.19,753,363,48.2%,390,51.8%,456,60.6%,133,17.7%,90,12.0%,46,6.1%,1,0.1%,0,0.0%,27,3.6%,345,45.8%,22,2.9%,95.7%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,57.00,19.00,38.00,52.00,3.00,1.00,1.00,0.00,0.00,0.00,57.00,0,0.0%,12.6,13.6%,62.7%,23.7%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,286,43,10,"3,745",CKEC,901
20162017,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,"$13,730",513.03,543,280,51.6%,263,48.4%,155,28.5%,232,42.7%,139,25.6%,1,0.2%,1,0.2%,0,0.0%,15,2.8%,416,76.6%,14,2.6%,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,47.00,3.00,44.00,39.00,2.00,6.00,0.00,0.00,0.00,0.00,47.00,5,0.0%,9.5,21.2%,60.6%,18.2%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,450,50,3,100,CKEC,901
20162017,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,"$7,652",97.9,102,18,17.6%,84,82.4%,44,43.1%,39,38.2%,11,10.8%,3,2.9%,0,0.0%,0,0.0%,5,4.9%,17,16.7%,0,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51:1,2.00,.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.1:1,100%,40,,,25,CKEC,901
20162017,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,"$10,646","2,048.2","2,163","1,084",50.1%,"1,079",49.9%,"1,156",53.4%,315,14.6%,470,21.7%,169,7.8%,3,0.1%,2,0.1%,48,2.2%,944,43.6%,65,3.0%,92.3%,6.2%,2.2%,N/A,342,68.4%,257,51.4%,85,17.0%,25,5.0%,19,3.8%,58,11.6%,46,9.2%,10,2.0%,18:1,122.00,41.00,81.00,109.00,7.00,3.00,2.00,0.00,0.00,1.00,122.00,11,0.0%,13.2,9.6%,60.0%,27.2%,3.2%,0.0%,100.0%,0.0%,1.7:1,100%,880,35,8,"11,200",CKEC,901
20162017,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,"$14,191",455.96,472,235,49.8%,237,50.2%,272,57.6%,113,23.9%,43,9.1%,14,3.0%,0,0.0%,0,0.0%,30,6.4%,286,60.6%,20,4.2%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,48.00,6.00,42.00,45.00,1.00,0.00,2.00,0.00,0.00,0.00,48.00,8,0.0%,11.1,32.4%,50.0%,14.7%,2.9%,0.0%,100.0%,0.0%,1.1:1,100%,458,17,2,"2,160",CKEC,901
20162017,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,"$11,728",703.39,733,386,52.7%,347,47.3%,466,63.6%,22,3.0%,23,3.1%,193,26.3%,2,0.3%,0,0.0%,27,3.7%,79,10.8%,7,1.0%,97.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,48.00,4.00,44.00,45.00,2.00,0.00,1.00,0.00,0.00,0.00,48.00,8,0.0%,13.8,11.4%,54.3%,31.4%,2.9%,0.0%,100.0%,0.0%,1.2:1,100%,704,267,11,"6,500",CKEC,901
20162017,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,"$15,952",272.84,289,151,52.2%,138,47.8%,42,14.5%,22,7.6%,219,75.8%,1,0.3%,0,0.0%,0,0.0%,5,1.7%,265,91.7%,11,3.8%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,30.00,4.00,26.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,30.00,2,0.0%,8.8,45.0%,40.0%,15.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,148,14,2,20,CKEC,901
20162017,034,FAYETTE,165,Fayette County,111,SAP Program,165111,034165111,,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,.00,.00,.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,100%,,,,,CKEC,901
20162017,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,"$9,703",377.2,387,219,56.6%,168,43.4%,216,55.8%,121,31.3%,31,8.0%,6,1.6%,0,0.0%,0,0.0%,13,3.4%,107,27.6%,9,2.3%,94.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,24.00,12.00,12.00,21.00,2.00,0.00,1.00,0.00,0.00,0.00,24.00,1,0.0%,7.5,17.4%,56.5%,13.0%,4.3%,8.7%,100.0%,0.0%,.8:1,100%,150,,,"3,700",CKEC,901
